company_name,order_time,product_name,price,quantity,total_price,customer_count,day_of_week,hour
Oqtepa Lavash,2026-03-20 12:18:03,Hot-dog,17500,2,35000,1,Friday,12
Oqtepa Lavash,2026-02-26 11:05:13,Burger,29500,1,29500,1,Thursday,11
Feed Up,2026-03-15 09:55:47,Pizza,34500,4,138000,1,Sunday,9
Oqtepa Lavash,2026-03-14 12:48:37,Lavash,27500,2,55000,1,Saturday,12
KFC,2026-03-15 02:44:09,Cola,18000,2,36000,1,Sunday,2
Evos,2026-03-15 15:30:59,Pizza,38000,3,114000,1,Sunday,15
Oqtepa Lavash,2026-03-08 18:45:51,Lavash,24000,4,96000,2,Sunday,18
Max Way,2026-03-14 14:52:24,Fries,17500,2,35000,1,Saturday,14
KFC,2026-03-25 08:40:11,Fries,19500,3,58500,1,Wednesday,8
Feed Up,2026-03-22 21:29:31,Burger,25500,2,51000,2,Sunday,21
Max Way,2026-03-01 19:16:07,Cola,18000,3,54000,1,Sunday,19
Oqtepa Lavash,2026-03-02 07:34:32,Burger,31000,4,124000,1,Monday,7
KFC,2026-03-11 18:35:11,Hot-dog,18000,1,18000,1,Wednesday,18
Oqtepa Lavash,2026-03-01 14:34:08,Burger,30000,3,90000,3,Sunday,14
Evos,2026-03-01 19:54:01,Burger,30000,2,60000,1,Sunday,19
Evos,2026-03-14 21:36:23,Lavash,25500,1,25500,2,Saturday,21
Max Way,2026-03-07 21:58:19,Burger,36000,4,144000,3,Saturday,21
KFC,2026-03-09 08:32:13,Hot-dog,22500,1,22500,1,Monday,8
KFC,2026-03-11 08:44:10,Lavash,29500,1,29500,2,Wednesday,8
Evos,2026-03-01 21:14:54,Hot-dog,20500,2,41000,2,Sunday,21
Feed Up,2026-03-16 13:39:42,Cola,16000,1,16000,2,Monday,13
Feed Up,2026-03-10 10:16:23,Hot-dog,17000,1,17000,1,Tuesday,10
Max Way,2026-03-04 19:38:04,Burger,38000,3,114000,3,Wednesday,19
KFC,2026-03-22 16:39:28,Burger,37000,3,111000,1,Sunday,16
Max Way,2026-03-06 14:20:58,Hot-dog,20000,4,80000,1,Friday,14
KFC,2026-03-19 14:57:28,Burger,27500,4,110000,2,Thursday,14
Max Way,2026-03-13 18:43:36,Lavash,30000,2,60000,1,Friday,18
Oqtepa Lavash,2026-03-04 02:40:27,Fries,20500,1,20500,1,Wednesday,2
Evos,2026-02-28 22:47:22,Lavash,29500,4,118000,1,Saturday,22
Oqtepa Lavash,2026-03-23 17:07:25,Lavash,30500,1,30500,2,Monday,17
KFC,2026-03-22 11:35:47,Pizza,36000,1,36000,1,Sunday,11
Max Way,2026-02-26 13:15:54,Lavash,32000,2,64000,2,Thursday,13
Evos,2026-03-11 08:29:21,Pizza,38000,1,38000,3,Wednesday,8
Oqtepa Lavash,2026-02-28 17:26:21,Cola,17000,1,17000,1,Saturday,17
Max Way,2026-03-19 13:29:17,Burger,35000,1,35000,1,Thursday,13
Oqtepa Lavash,2026-03-08 14:50:35,Lavash,26500,3,79500,1,Sunday,14
KFC,2026-03-12 15:17:42,Burger,36000,1,36000,1,Thursday,15
Feed Up,2026-03-12 13:42:16,Lavash,24500,3,73500,2,Thursday,13
Max Way,2026-03-02 12:51:18,Lavash,30500,1,30500,1,Monday,12
KFC,2026-03-03 20:40:01,Pizza,32000,5,160000,1,Tuesday,20
Max Way,2026-03-01 14:07:14,Lavash,24000,4,96000,3,Sunday,14
Feed Up,2026-03-03 07:27:40,Pizza,39500,1,39500,2,Tuesday,7
KFC,2026-03-01 20:55:13,Burger,30000,1,30000,2,Sunday,20
KFC,2026-03-10 18:59:30,Pizza,31000,4,124000,2,Tuesday,18
Max Way,2026-03-08 19:00:42,Cola,18000,2,36000,1,Sunday,19
KFC,2026-03-25 18:03:45,Burger,35000,1,35000,1,Wednesday,18
Evos,2026-03-14 11:52:44,Lavash,35500,1,35500,1,Saturday,11
Oqtepa Lavash,2026-02-26 10:33:36,Burger,28000,1,28000,1,Thursday,10
Evos,2026-03-06 08:57:42,Lavash,29500,1,29500,1,Friday,8
KFC,2026-03-25 07:56:35,Lavash,25500,1,25500,2,Wednesday,7
Max Way,2026-03-08 14:14:20,Fries,20000,1,20000,1,Sunday,14
Evos,2026-03-16 16:50:32,Cola,17000,1,17000,1,Monday,16
Feed Up,2026-03-27 11:48:25,Cola,17000,2,34000,1,Friday,11
Evos,2026-03-04 07:23:31,Pizza,39000,3,117000,1,Wednesday,7
Max Way,2026-03-16 16:16:55,Lavash,28000,3,84000,3,Monday,16
KFC,2026-03-15 00:41:44,Pizza,38500,1,38500,1,Sunday,0
KFC,2026-03-15 18:47:51,Lavash,26500,3,79500,1,Sunday,18
Max Way,2026-03-01 23:19:41,Fries,18000,4,72000,3,Sunday,23
Evos,2026-03-25 14:00:53,Cola,15000,5,75000,1,Wednesday,14
Oqtepa Lavash,2026-03-27 03:04:50,Fries,22000,4,88000,2,Friday,3
Max Way,2026-03-20 13:03:07,Hot-dog,16500,1,16500,1,Friday,13
Max Way,2026-03-06 19:16:20,Pizza,33500,3,100500,2,Friday,19
Evos,2026-03-01 22:58:44,Burger,24000,2,48000,2,Sunday,22
Evos,2026-02-26 11:46:43,Fries,20000,3,60000,1,Thursday,11
Feed Up,2026-03-25 07:21:22,Burger,24500,1,24500,1,Wednesday,7
KFC,2026-03-22 00:32:34,Fries,20500,2,41000,3,Sunday,0
Oqtepa Lavash,2026-03-20 08:15:29,Burger,36000,1,36000,1,Friday,8
Oqtepa Lavash,2026-03-10 15:46:43,Cola,15500,1,15500,2,Tuesday,15
Max Way,2026-03-14 07:02:46,Burger,37500,1,37500,1,Saturday,7
Feed Up,2026-03-22 15:38:46,Cola,15000,1,15000,3,Sunday,15
Oqtepa Lavash,2026-02-26 09:53:20,Lavash,35000,3,105000,2,Thursday,9
Feed Up,2026-03-24 11:21:34,Burger,32000,1,32000,3,Tuesday,11
Max Way,2026-03-14 03:01:31,Pizza,34000,4,136000,1,Saturday,3
KFC,2026-03-15 19:52:53,Lavash,32000,2,64000,1,Sunday,19
Max Way,2026-02-28 21:48:03,Burger,36000,2,72000,2,Saturday,21
KFC,2026-03-27 15:23:57,Burger,32000,2,64000,2,Friday,15
KFC,2026-02-27 09:14:44,Cola,16500,4,66000,1,Friday,9
KFC,2026-03-19 08:23:56,Burger,30500,2,61000,1,Thursday,8
Feed Up,2026-03-21 10:40:30,Cola,15500,5,77500,2,Saturday,10
KFC,2026-02-27 13:09:07,Lavash,30000,4,120000,2,Friday,13
KFC,2026-03-02 12:57:24,Fries,19000,2,38000,2,Monday,12
Oqtepa Lavash,2026-03-13 20:41:51,Lavash,28000,1,28000,1,Friday,20
KFC,2026-03-09 00:41:40,Burger,34500,5,172500,1,Monday,0
Oqtepa Lavash,2026-03-15 19:15:09,Burger,24000,2,48000,2,Sunday,19
KFC,2026-03-19 21:19:08,Lavash,25500,2,51000,1,Thursday,21
Evos,2026-03-14 12:16:55,Cola,16000,3,48000,1,Saturday,12
Oqtepa Lavash,2026-03-22 12:49:48,Lavash,34000,1,34000,2,Sunday,12
Oqtepa Lavash,2026-03-10 18:46:48,Lavash,30000,3,90000,1,Tuesday,18
Evos,2026-02-28 11:37:01,Lavash,28000,5,140000,2,Saturday,11
Oqtepa Lavash,2026-03-01 21:27:51,Lavash,34500,2,69000,1,Sunday,21
Max Way,2026-03-18 14:20:26,Burger,22000,3,66000,2,Wednesday,14
Max Way,2026-03-12 14:32:32,Lavash,24000,2,48000,1,Thursday,14
Evos,2026-03-07 01:48:35,Lavash,35000,2,70000,1,Saturday,1
Evos,2026-03-10 23:25:59,Fries,18500,1,18500,1,Tuesday,23
Feed Up,2026-03-26 13:03:05,Burger,32000,3,96000,1,Thursday,13
Oqtepa Lavash,2026-03-20 15:45:18,Pizza,36000,2,72000,1,Friday,15
Max Way,2026-03-02 08:28:04,Fries,20500,2,41000,2,Monday,8
Evos,2026-03-01 13:03:42,Lavash,33000,2,66000,1,Sunday,13
KFC,2026-03-12 20:04:49,Hot-dog,21500,1,21500,2,Thursday,20
Oqtepa Lavash,2026-02-28 11:42:20,Lavash,32500,1,32500,1,Saturday,11
Oqtepa Lavash,2026-03-23 11:53:02,Lavash,28500,3,85500,3,Monday,11
Feed Up,2026-03-27 17:25:36,Fries,15500,3,46500,1,Friday,17
KFC,2026-03-23 11:21:35,Hot-dog,16000,4,64000,1,Monday,11
Oqtepa Lavash,2026-02-26 21:24:05,Fries,15000,4,60000,1,Thursday,21
Feed Up,2026-03-18 15:47:32,Fries,21500,1,21500,1,Wednesday,15
Max Way,2026-03-01 18:27:20,Lavash,27000,5,135000,3,Sunday,18
KFC,2026-02-26 07:04:35,Burger,37000,2,74000,2,Thursday,7
Feed Up,2026-03-07 18:24:41,Fries,15500,1,15500,1,Saturday,18
Evos,2026-03-22 13:06:58,Pizza,38000,5,190000,2,Sunday,13
Evos,2026-03-22 09:09:05,Lavash,34000,3,102000,2,Sunday,9
KFC,2026-03-11 01:43:24,Lavash,24500,3,73500,2,Wednesday,1
KFC,2026-03-15 16:44:22,Hot-dog,22000,1,22000,2,Sunday,16
Oqtepa Lavash,2026-03-20 18:40:58,Burger,31000,3,93000,1,Friday,18
Max Way,2026-03-01 14:49:21,Burger,30500,3,91500,1,Sunday,14
Oqtepa Lavash,2026-03-18 10:15:01,Pizza,39000,2,78000,2,Wednesday,10
Evos,2026-03-02 21:52:23,Burger,32000,1,32000,2,Monday,21
KFC,2026-03-02 12:55:59,Fries,15500,1,15500,2,Monday,12
KFC,2026-03-01 20:33:49,Hot-dog,21500,4,86000,1,Sunday,20
KFC,2026-03-04 12:06:51,Cola,17500,4,70000,1,Wednesday,12
Evos,2026-03-05 09:13:44,Pizza,36500,2,73000,2,Thursday,9
Evos,2026-03-26 21:47:55,Lavash,29500,3,88500,1,Thursday,21
Feed Up,2026-03-01 07:37:01,Lavash,33000,2,66000,2,Sunday,7
Evos,2026-03-14 20:13:02,Burger,24000,1,24000,2,Saturday,20
Max Way,2026-03-15 21:51:27,Pizza,30000,1,30000,2,Sunday,21
KFC,2026-03-14 13:58:42,Burger,38000,2,76000,1,Saturday,13
Oqtepa Lavash,2026-03-07 23:51:58,Lavash,32000,2,64000,3,Saturday,23
Evos,2026-03-13 14:23:34,Cola,17000,5,85000,1,Friday,14
Max Way,2026-03-10 03:26:35,Fries,18500,2,37000,1,Tuesday,3
Oqtepa Lavash,2026-03-02 10:22:59,Lavash,33000,2,66000,3,Monday,10
KFC,2026-03-06 18:49:37,Lavash,26500,3,79500,1,Friday,18
Feed Up,2026-03-21 21:16:09,Pizza,32000,4,128000,2,Saturday,21
Max Way,2026-02-28 13:34:36,Pizza,38500,3,115500,2,Saturday,13
KFC,2026-03-17 19:21:57,Lavash,33500,2,67000,2,Tuesday,19
Oqtepa Lavash,2026-03-19 08:03:49,Pizza,33500,4,134000,1,Thursday,8
Evos,2026-03-06 11:29:36,Burger,28000,3,84000,1,Friday,11
Oqtepa Lavash,2026-03-08 13:32:42,Lavash,25000,1,25000,1,Sunday,13
Feed Up,2026-03-08 19:45:18,Fries,17000,3,51000,1,Sunday,19
Max Way,2026-03-15 14:38:51,Lavash,35000,2,70000,1,Sunday,14
Max Way,2026-02-28 20:11:10,Burger,28500,4,114000,1,Saturday,20
KFC,2026-02-26 21:33:21,Pizza,35500,1,35500,2,Thursday,21
Max Way,2026-03-08 16:19:18,Fries,16500,2,33000,2,Sunday,16
Oqtepa Lavash,2026-03-27 14:44:45,Burger,34500,3,103500,1,Friday,14
Evos,2026-03-10 12:25:33,Burger,26000,2,52000,1,Tuesday,12
Oqtepa Lavash,2026-02-26 03:32:37,Hot-dog,22500,5,112500,3,Thursday,3
Max Way,2026-03-10 21:44:55,Lavash,36000,1,36000,1,Tuesday,21
Oqtepa Lavash,2026-03-05 10:59:00,Fries,19500,3,58500,1,Thursday,10
Oqtepa Lavash,2026-02-27 18:43:52,Burger,28000,1,28000,2,Friday,18
Feed Up,2026-03-23 11:05:49,Burger,37000,3,111000,3,Monday,11
Max Way,2026-03-25 18:06:32,Burger,38000,2,76000,2,Wednesday,18
Evos,2026-03-24 20:03:07,Lavash,29000,3,87000,2,Tuesday,20
Feed Up,2026-03-03 09:58:05,Lavash,24500,2,49000,3,Tuesday,9
Max Way,2026-03-24 13:32:44,Hot-dog,23500,1,23500,1,Tuesday,13
Evos,2026-03-01 19:05:05,Fries,19000,2,38000,2,Sunday,19
Evos,2026-03-04 12:05:49,Lavash,32000,2,64000,1,Wednesday,12
Oqtepa Lavash,2026-03-19 08:58:04,Hot-dog,23000,3,69000,1,Thursday,8
Evos,2026-03-24 19:06:49,Burger,28000,3,84000,1,Tuesday,19
Max Way,2026-03-14 09:26:44,Hot-dog,18500,1,18500,2,Saturday,9
Oqtepa Lavash,2026-03-11 08:51:44,Lavash,32000,2,64000,1,Wednesday,8
Evos,2026-03-11 11:29:18,Cola,16000,2,32000,1,Wednesday,11
KFC,2026-03-03 11:43:47,Hot-dog,22000,2,44000,1,Tuesday,11
Feed Up,2026-03-15 02:04:08,Pizza,33500,1,33500,1,Sunday,2
Evos,2026-03-01 12:59:51,Lavash,36000,1,36000,1,Sunday,12
Evos,2026-03-11 18:01:17,Hot-dog,16500,1,16500,2,Wednesday,18
Feed Up,2026-03-24 07:25:17,Pizza,33000,1,33000,1,Tuesday,7
KFC,2026-02-27 11:56:32,Cola,16500,2,33000,2,Friday,11
Feed Up,2026-03-13 03:00:18,Hot-dog,17000,1,17000,1,Friday,3
Feed Up,2026-03-14 15:33:33,Hot-dog,20000,2,40000,2,Saturday,15
Evos,2026-03-19 21:24:43,Pizza,37000,2,74000,2,Thursday,21
Max Way,2026-03-25 18:12:24,Lavash,34000,3,102000,2,Wednesday,18
KFC,2026-03-15 16:45:54,Fries,19500,2,39000,2,Sunday,16
Max Way,2026-03-03 01:42:57,Pizza,39000,2,78000,1,Tuesday,1
Feed Up,2026-02-28 01:57:48,Lavash,27000,2,54000,1,Saturday,1
Evos,2026-02-28 12:43:09,Hot-dog,21000,1,21000,1,Saturday,12
Oqtepa Lavash,2026-03-07 18:12:46,Lavash,35500,4,142000,1,Saturday,18
Max Way,2026-02-26 12:24:29,Hot-dog,23000,4,92000,2,Thursday,12
Oqtepa Lavash,2026-03-22 20:48:53,Fries,22000,2,44000,1,Sunday,20
Oqtepa Lavash,2026-02-27 14:36:47,Lavash,26000,1,26000,2,Friday,14
Evos,2026-03-27 21:55:11,Burger,31000,1,31000,1,Friday,21
Max Way,2026-03-05 18:55:58,Hot-dog,17500,3,52500,1,Thursday,18
Max Way,2026-03-22 19:50:36,Fries,18000,2,36000,1,Sunday,19
Max Way,2026-03-23 11:29:20,Burger,25000,1,25000,1,Monday,11
Max Way,2026-03-22 19:43:34,Lavash,34000,4,136000,1,Sunday,19
Evos,2026-03-01 14:02:14,Fries,16000,3,48000,3,Sunday,14
Evos,2026-03-19 10:34:56,Hot-dog,15000,1,15000,1,Thursday,10
Evos,2026-03-06 23:36:52,Hot-dog,18500,2,37000,2,Friday,23
Oqtepa Lavash,2026-03-16 10:49:55,Lavash,36000,1,36000,2,Monday,10
KFC,2026-03-01 20:17:43,Lavash,35000,2,70000,1,Sunday,20
Max Way,2026-02-26 12:42:51,Fries,18500,1,18500,1,Thursday,12
Evos,2026-03-21 20:17:06,Lavash,29500,4,118000,3,Saturday,20
Evos,2026-03-02 08:42:45,Lavash,26500,3,79500,1,Monday,8
Evos,2026-03-05 10:47:10,Lavash,35500,5,177500,2,Thursday,10
Evos,2026-03-18 21:34:20,Pizza,38000,4,152000,1,Wednesday,21
Evos,2026-02-27 08:45:17,Lavash,33500,1,33500,2,Friday,8
Evos,2026-03-15 20:21:14,Hot-dog,17000,5,85000,1,Sunday,20
Max Way,2026-03-07 18:11:52,Burger,24500,3,73500,3,Saturday,18
Feed Up,2026-03-22 18:39:41,Pizza,34500,3,103500,1,Sunday,18
KFC,2026-03-15 14:05:31,Burger,35000,1,35000,2,Sunday,14
Max Way,2026-03-22 19:06:22,Pizza,34000,3,102000,1,Sunday,19
Evos,2026-03-11 05:42:18,Burger,25500,5,127500,1,Wednesday,5
Feed Up,2026-03-27 20:33:08,Burger,22500,2,45000,2,Friday,20
Oqtepa Lavash,2026-03-15 17:39:35,Lavash,27000,2,54000,2,Sunday,17
Evos,2026-03-01 18:36:13,Hot-dog,22000,1,22000,3,Sunday,18
KFC,2026-03-20 17:24:22,Lavash,30500,3,91500,1,Friday,17
KFC,2026-03-10 21:04:57,Fries,16000,2,32000,2,Tuesday,21
Feed Up,2026-03-06 01:14:01,Burger,33000,5,165000,1,Friday,1
Oqtepa Lavash,2026-03-16 09:49:40,Lavash,33000,2,66000,1,Monday,9
Max Way,2026-03-14 20:32:30,Lavash,32500,4,130000,2,Saturday,20
Max Way,2026-03-22 18:56:08,Cola,18000,3,54000,1,Sunday,18
Oqtepa Lavash,2026-02-26 13:05:27,Lavash,30000,3,90000,1,Thursday,13
Evos,2026-02-28 19:47:41,Hot-dog,17000,1,17000,2,Saturday,19
Oqtepa Lavash,2026-03-20 13:18:21,Lavash,34000,3,102000,1,Friday,13
KFC,2026-03-06 13:02:21,Pizza,36500,1,36500,2,Friday,13
Max Way,2026-03-01 08:25:36,Fries,19000,1,19000,2,Sunday,8
Evos,2026-03-08 10:19:52,Cola,15500,1,15500,2,Sunday,10
Oqtepa Lavash,2026-03-13 10:07:03,Burger,27500,4,110000,3,Friday,10
Max Way,2026-02-27 12:16:21,Hot-dog,23000,1,23000,1,Friday,12
Evos,2026-03-21 13:46:39,Burger,33500,1,33500,2,Saturday,13
KFC,2026-03-21 19:02:16,Hot-dog,19500,3,58500,3,Saturday,19
Max Way,2026-03-23 22:36:46,Burger,26000,3,78000,1,Monday,22
Oqtepa Lavash,2026-03-06 16:11:48,Burger,28500,1,28500,1,Friday,16
Oqtepa Lavash,2026-03-22 21:37:18,Hot-dog,19000,4,76000,1,Sunday,21
Max Way,2026-03-16 12:32:56,Lavash,31000,5,155000,1,Monday,12
Oqtepa Lavash,2026-03-24 16:58:26,Cola,17500,1,17500,2,Tuesday,16
Max Way,2026-03-16 02:50:55,Burger,31500,5,157500,1,Monday,2
Max Way,2026-02-28 13:34:35,Hot-dog,17500,2,35000,3,Saturday,13
Evos,2026-03-07 20:48:10,Hot-dog,20500,1,20500,1,Saturday,20
Feed Up,2026-03-19 11:10:15,Burger,25000,5,125000,1,Thursday,11
Feed Up,2026-03-24 12:14:57,Burger,35500,4,142000,1,Tuesday,12
Feed Up,2026-03-17 10:20:37,Burger,23000,1,23000,1,Tuesday,10
Oqtepa Lavash,2026-03-24 12:48:21,Burger,34500,2,69000,2,Tuesday,12
Oqtepa Lavash,2026-03-19 13:13:21,Burger,26500,3,79500,1,Thursday,13
Max Way,2026-03-21 12:30:55,Pizza,37000,1,37000,1,Saturday,12
Oqtepa Lavash,2026-03-23 21:23:26,Fries,20000,2,40000,1,Monday,21
Oqtepa Lavash,2026-03-09 11:22:21,Burger,38000,2,76000,1,Monday,11
Evos,2026-03-22 13:24:38,Burger,29000,2,58000,3,Sunday,13
Oqtepa Lavash,2026-03-09 09:19:18,Pizza,33000,2,66000,3,Monday,9
Max Way,2026-03-08 10:33:13,Burger,37500,2,75000,1,Sunday,10
Oqtepa Lavash,2026-03-12 11:44:15,Burger,35000,3,105000,1,Thursday,11
Evos,2026-03-14 13:24:49,Burger,23000,2,46000,1,Saturday,13
Feed Up,2026-03-07 14:44:49,Lavash,25500,2,51000,2,Saturday,14
Max Way,2026-03-07 18:34:40,Burger,23500,2,47000,1,Saturday,18
Max Way,2026-03-07 19:31:24,Burger,22000,5,110000,2,Saturday,19
Oqtepa Lavash,2026-03-09 13:53:01,Burger,28500,4,114000,2,Monday,13
Evos,2026-03-06 14:27:25,Lavash,26500,1,26500,1,Friday,14
Max Way,2026-02-28 11:24:47,Pizza,35000,5,175000,1,Saturday,11
Evos,2026-03-08 18:53:02,Pizza,37500,4,150000,1,Sunday,18
Max Way,2026-03-21 10:23:45,Lavash,31000,2,62000,3,Saturday,10
Oqtepa Lavash,2026-03-08 19:30:40,Burger,25500,2,51000,1,Sunday,19
Evos,2026-03-26 18:08:52,Burger,28000,1,28000,3,Thursday,18
KFC,2026-03-07 13:17:44,Fries,17000,2,34000,1,Saturday,13
Oqtepa Lavash,2026-03-24 13:19:51,Burger,24000,1,24000,1,Tuesday,13
Feed Up,2026-03-12 19:35:15,Fries,16500,2,33000,2,Thursday,19
Max Way,2026-03-16 19:22:25,Lavash,36000,2,72000,1,Monday,19
Oqtepa Lavash,2026-03-16 20:02:34,Fries,21000,1,21000,1,Monday,20
Evos,2026-02-28 15:44:11,Pizza,34500,5,172500,1,Saturday,15
Max Way,2026-03-14 06:53:12,Burger,22000,5,110000,2,Saturday,6
Max Way,2026-03-14 11:44:41,Fries,21000,1,21000,1,Saturday,11
KFC,2026-02-28 13:25:25,Hot-dog,16500,1,16500,1,Saturday,13
Evos,2026-03-08 15:26:05,Burger,22000,1,22000,1,Sunday,15
Evos,2026-02-26 20:30:57,Pizza,34000,5,170000,2,Thursday,20
Max Way,2026-03-08 18:16:50,Hot-dog,15500,1,15500,2,Sunday,18
Evos,2026-03-22 14:38:48,Burger,26500,2,53000,2,Sunday,14
Oqtepa Lavash,2026-03-23 11:17:21,Burger,22500,2,45000,2,Monday,11
Feed Up,2026-02-28 08:47:38,Lavash,29000,1,29000,1,Saturday,8
Oqtepa Lavash,2026-03-17 17:10:53,Burger,31000,2,62000,2,Tuesday,17
Oqtepa Lavash,2026-02-27 08:33:58,Burger,24500,2,49000,2,Friday,8
Max Way,2026-03-23 22:15:12,Burger,28000,5,140000,1,Monday,22
Oqtepa Lavash,2026-03-05 15:40:21,Pizza,37000,1,37000,2,Thursday,15
Feed Up,2026-03-07 03:45:15,Hot-dog,19000,1,19000,3,Saturday,3
Oqtepa Lavash,2026-03-03 12:11:07,Pizza,33500,1,33500,1,Tuesday,12
Oqtepa Lavash,2026-03-21 09:56:20,Burger,37500,1,37500,1,Saturday,9
Evos,2026-03-10 12:11:33,Pizza,39500,2,79000,1,Tuesday,12
Max Way,2026-02-27 22:23:25,Burger,31500,3,94500,1,Friday,22
KFC,2026-03-17 05:25:40,Fries,19500,3,58500,1,Tuesday,5
Evos,2026-03-15 04:36:27,Cola,16500,1,16500,1,Sunday,4
Feed Up,2026-03-15 11:23:41,Cola,16500,4,66000,1,Sunday,11
Max Way,2026-03-08 17:53:27,Cola,15500,1,15500,1,Sunday,17
Max Way,2026-03-20 18:54:15,Lavash,34500,1,34500,1,Friday,18
Evos,2026-03-09 09:32:18,Lavash,31000,1,31000,3,Monday,9
Max Way,2026-03-27 10:01:13,Burger,30500,5,152500,1,Friday,10
Evos,2026-03-08 14:00:17,Hot-dog,17000,1,17000,3,Sunday,14
Oqtepa Lavash,2026-02-28 07:27:33,Cola,17500,2,35000,1,Saturday,7
Evos,2026-03-23 19:40:24,Fries,18500,2,37000,1,Monday,19
Evos,2026-03-20 22:24:24,Cola,16500,2,33000,2,Friday,22
Max Way,2026-02-27 02:31:13,Pizza,37500,1,37500,3,Friday,2
Feed Up,2026-03-06 13:17:14,Hot-dog,23000,3,69000,1,Friday,13
Max Way,2026-03-17 03:17:57,Lavash,35500,3,106500,2,Tuesday,3
Evos,2026-03-08 14:30:40,Pizza,34000,1,34000,1,Sunday,14
Oqtepa Lavash,2026-02-27 19:43:50,Fries,18500,4,74000,1,Friday,19
KFC,2026-03-15 11:56:07,Hot-dog,23000,3,69000,1,Sunday,11
Evos,2026-03-21 13:50:45,Burger,29000,5,145000,1,Saturday,13
KFC,2026-03-23 19:28:48,Pizza,36500,3,109500,3,Monday,19
Feed Up,2026-03-03 04:32:15,Hot-dog,21500,3,64500,1,Tuesday,4
KFC,2026-03-23 15:59:19,Fries,20000,1,20000,2,Monday,15
KFC,2026-03-27 21:23:13,Burger,35000,1,35000,1,Friday,21
Feed Up,2026-03-27 13:32:02,Lavash,28000,3,84000,2,Friday,13
Feed Up,2026-03-21 14:22:40,Pizza,34500,1,34500,2,Saturday,14
Max Way,2026-03-03 11:06:18,Burger,22000,2,44000,1,Tuesday,11
Max Way,2026-03-13 10:49:45,Lavash,24500,2,49000,2,Friday,10
Oqtepa Lavash,2026-03-21 18:51:24,Burger,24000,2,48000,1,Saturday,18
Evos,2026-03-12 11:42:31,Burger,36000,3,108000,3,Thursday,11
KFC,2026-02-27 13:12:56,Hot-dog,17000,2,34000,1,Friday,13
Oqtepa Lavash,2026-03-25 10:49:21,Lavash,36000,3,108000,2,Wednesday,10
Max Way,2026-03-07 11:30:35,Hot-dog,21000,2,42000,1,Saturday,11
Evos,2026-02-27 21:55:06,Fries,15500,2,31000,2,Friday,21
Oqtepa Lavash,2026-02-28 20:30:39,Pizza,39000,5,195000,2,Saturday,20
Oqtepa Lavash,2026-03-19 14:22:04,Lavash,33500,2,67000,1,Thursday,14
KFC,2026-03-10 09:53:58,Burger,23500,2,47000,3,Tuesday,9
Max Way,2026-03-15 01:10:12,Lavash,27500,3,82500,1,Sunday,1
Oqtepa Lavash,2026-03-05 21:50:11,Hot-dog,17000,1,17000,2,Thursday,21
KFC,2026-03-26 19:45:06,Cola,15000,2,30000,1,Thursday,19
Oqtepa Lavash,2026-03-22 20:28:04,Hot-dog,23000,2,46000,1,Sunday,20
Max Way,2026-03-10 20:24:12,Cola,15000,3,45000,1,Tuesday,20
Evos,2026-03-21 09:47:57,Lavash,31000,2,62000,1,Saturday,9
KFC,2026-03-20 06:10:35,Lavash,27500,3,82500,1,Friday,6
KFC,2026-03-06 20:27:41,Hot-dog,15500,3,46500,2,Friday,20
Evos,2026-03-24 14:36:29,Pizza,34500,2,69000,1,Tuesday,14
Max Way,2026-03-25 19:50:20,Lavash,36000,4,144000,1,Wednesday,19
KFC,2026-03-20 17:59:39,Burger,27500,2,55000,1,Friday,17
Oqtepa Lavash,2026-03-11 11:33:26,Burger,35000,2,70000,1,Wednesday,11
Feed Up,2026-03-04 15:08:43,Cola,16000,3,48000,3,Wednesday,15
Feed Up,2026-03-23 14:12:51,Lavash,26500,5,132500,2,Monday,14
KFC,2026-03-15 12:18:35,Burger,23500,3,70500,1,Sunday,12
Max Way,2026-03-11 12:37:06,Lavash,33000,5,165000,1,Wednesday,12
Oqtepa Lavash,2026-03-10 21:45:17,Pizza,38000,4,152000,1,Tuesday,21
Feed Up,2026-03-02 19:20:09,Lavash,34500,4,138000,1,Monday,19
Evos,2026-03-08 23:27:48,Pizza,35500,1,35500,3,Sunday,23
Max Way,2026-03-23 12:09:16,Hot-dog,19500,1,19500,1,Monday,12
Evos,2026-03-02 23:02:27,Pizza,36500,4,146000,1,Monday,23
Feed Up,2026-03-25 13:31:03,Fries,22000,1,22000,3,Wednesday,13
Oqtepa Lavash,2026-02-27 21:58:23,Lavash,35000,4,140000,1,Friday,21
Feed Up,2026-03-13 14:46:08,Lavash,29000,3,87000,1,Friday,14
Evos,2026-02-28 07:41:49,Lavash,25000,4,100000,2,Saturday,7
Feed Up,2026-03-25 17:39:06,Burger,24000,3,72000,1,Wednesday,17
KFC,2026-03-14 19:58:50,Lavash,32000,3,96000,1,Saturday,19
Max Way,2026-03-16 13:15:38,Lavash,27000,2,54000,1,Monday,13
Max Way,2026-03-14 14:22:54,Burger,34500,5,172500,2,Saturday,14
KFC,2026-02-27 01:57:31,Lavash,35000,3,105000,2,Friday,1
KFC,2026-03-17 21:33:21,Lavash,33000,1,33000,1,Tuesday,21
Feed Up,2026-03-23 21:56:04,Cola,16000,2,32000,1,Monday,21
Evos,2026-03-22 17:11:13,Lavash,31500,3,94500,1,Sunday,17
Oqtepa Lavash,2026-03-01 11:46:55,Pizza,34000,2,68000,3,Sunday,11
